pattern_id,sample_count,independent_sample_count,trade_count,ticker_count,sector_count,first_seen,last_seen,gross_pnl,net_pnl,avg_trade,median_trade,std_trade,winrate,avg_win,avg_loss,payoff_ratio,profit_factor,expectancy,max_drawdown,max_consecutive_losses,best_trade,worst_trade,top_5_trades_pnl,bottom_5_trades_pnl,pnl_without_best_trade,pnl_without_top_5_trades,pnl_without_worst_trade,sharpe,sortino,calmar,avg_holding_period_seconds,notes
PATTERN_000303,64,64,0,3,,2021-09-01T00:00:00+00:00,2025-04-08T00:00:00+00:00,0,0,,-1.0,,0.4375,1.74875,0.96307,1.815808,1.4123,0.22335,9.32192,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000340,196,196,0,4,,2021-10-01T00:00:00+00:00,2026-02-09T00:00:00+00:00,0,0,,-1.0,,0.39286,2.07088,0.96481,2.146412,1.38885,0.22778,17.42279,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000113,44,44,0,8,,2021-09-01T00:00:00+00:00,2022-11-18T00:00:00+00:00,0,0,,-0.13182,,0.47727,1.22926,0.81571,1.506982,1.37593,0.1603,6.89063,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000076,56,56,0,3,,2022-05-04T00:00:00+00:00,2026-02-10T00:00:00+00:00,0,0,,0.47192,,0.51786,1.3926,0.97833,1.423446,1.52889,0.24947,5.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000326,65,65,0,1,,2021-07-29T00:00:00+00:00,2026-05-06T00:00:00+00:00,0,0,,-1.0,,0.30769,2.70922,0.96441,2.809199,1.24854,0.16594,16.41237,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000334,56,56,0,1,,2021-10-27T00:00:00+00:00,2024-08-30T00:00:00+00:00,0,0,,-0.25629,,0.48214,1.37812,0.93548,1.473169,1.37156,0.18,5.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000049,114,114,0,15,,2021-12-02T00:00:00+00:00,2023-01-09T00:00:00+00:00,0,0,,0.10724,,0.52632,1.09091,0.84909,1.284799,1.45449,0.17941,19.17598,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000165,162,162,0,6,,2021-08-16T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-1.0,,0.41975,2.07315,0.92508,2.241049,1.62118,0.33343,22.85192,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000434,51,51,0,1,,2022-01-19T00:00:00+00:00,2023-11-24T00:00:00+00:00,0,0,,-1.0,,0.41176,1.99808,0.92058,2.170458,1.51931,0.28122,6.78094,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000021,579,579,0,26,,2021-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-1.0,,0.35406,2.2716,0.93414,2.431755,1.33291,0.20088,31.27534,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000077,61,61,0,3,,2022-03-30T00:00:00+00:00,2025-02-07T00:00:00+00:00,0,0,,0.446,,0.54098,1.25773,0.89673,1.402574,1.65303,0.2688,7.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000456,68,68,0,3,,2021-07-26T00:00:00+00:00,2025-05-05T00:00:00+00:00,0,0,,-0.49787,,0.47059,1.52729,0.94286,1.619848,1.43987,0.21957,7.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000114,304,304,0,20,,2022-01-19T00:00:00+00:00,2026-03-16T00:00:00+00:00,0,0,,-0.24369,,0.44408,1.42611,0.8636,1.651355,1.33493,0.15889,28.92896,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000439,56,56,0,2,,2021-07-21T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,-1.0,,0.46429,1.42999,0.96844,1.476591,1.27971,0.14512,7.0532,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000266,367,367,0,27,,2021-12-09T00:00:00+00:00,2025-11-24T00:00:00+00:00,0,0,,-0.5629,,0.40327,1.62026,0.87481,1.852128,1.2632,0.13614,37.97786,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000186,47,47,0,6,,2021-08-16T00:00:00+00:00,2022-10-05T00:00:00+00:00,0,0,,0.02154,,0.51064,1.54293,0.85903,1.796131,1.87421,0.3675,9.93863,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000396,491,491,0,27,,2022-04-01T00:00:00+00:00,2025-06-23T00:00:00+00:00,0,0,,-1.0,,0.37067,2.01484,0.92986,2.166821,1.27625,0.16166,22.15008,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000210,228,228,0,20,,2021-08-16T00:00:00+00:00,2022-01-13T00:00:00+00:00,0,0,,-0.58132,,0.47368,1.36882,0.95845,1.42816,1.28534,0.14394,19.63444,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000327,60,60,0,1,,2021-07-08T00:00:00+00:00,2025-12-19T00:00:00+00:00,0,0,,-1.0,,0.45,1.34951,0.95022,1.420208,1.16199,0.08466,12.39289,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000267,44,44,0,11,,2021-09-01T00:00:00+00:00,2022-07-06T00:00:00+00:00,0,0,,-1.0,,0.45455,1.41356,0.96254,1.468573,1.22381,0.11751,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000457,73,73,0,3,,2022-01-13T00:00:00+00:00,2025-07-18T00:00:00+00:00,0,0,,-1.0,,0.42466,1.93114,0.94415,2.045374,1.50968,0.27686,9.67175,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000147,232,232,0,10,,2021-10-14T00:00:00+00:00,2025-04-22T00:00:00+00:00,0,0,,-0.62403,,0.46121,1.94023,0.94252,2.058556,1.76212,0.38702,30.68091,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000115,245,245,0,20,,2021-09-20T00:00:00+00:00,2026-03-03T00:00:00+00:00,0,0,,0.15719,,0.51429,1.3206,0.96618,1.366826,1.44722,0.20988,9.55597,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000353,76,76,0,3,,2021-07-29T00:00:00+00:00,2025-08-13T00:00:00+00:00,0,0,,-0.86775,,0.40789,1.64331,0.90762,1.810571,1.24728,0.13289,7.62146,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000003,1069,1069,0,24,,2022-10-19T00:00:00+00:00,2024-02-16T00:00:00+00:00,0,0,,-1.0,,0.35267,2.1028,0.95676,2.197834,1.19737,0.12224,58.25314,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000354,322,322,0,4,,2021-07-16T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-1.0,,0.37578,2.55889,0.96034,2.664567,1.60404,0.3621,32.50565,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000087,665,665,0,24,,2021-10-19T00:00:00+00:00,2024-06-03T00:00:00+00:00,0,0,,-1.0,,0.38045,2.10805,0.95641,2.204128,1.3535,0.20946,24.66595,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000063,53,53,0,4,,2021-09-20T00:00:00+00:00,2023-12-12T00:00:00+00:00,0,0,,-1.0,,0.41509,1.71392,0.9438,1.815978,1.28876,0.15941,9.23749,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000424,616,616,0,13,,2021-07-13T00:00:00+00:00,2025-02-20T00:00:00+00:00,0,0,,-1.0,,0.31331,2.66017,0.96231,2.764359,1.26127,0.17265,52.67758,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000148,336,336,0,10,,2021-10-11T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,-1.0,,0.36012,2.10747,0.94816,2.222694,1.25091,0.15223,31.38485,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000022,184,184,0,20,,2021-08-16T00:00:00+00:00,2021-12-09T00:00:00+00:00,0,0,,-1.0,,0.38043,2.40953,0.96511,2.496638,1.53302,0.31872,18.52525,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000101,75,75,0,1,,2021-08-16T00:00:00+00:00,2025-07-10T00:00:00+00:00,0,0,,-0.36955,,0.44,1.46683,0.90989,1.612096,1.26664,0.13587,10.66515,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000050,170,170,0,21,,2021-07-02T00:00:00+00:00,2024-05-31T00:00:00+00:00,0,0,,-0.10357,,0.47647,1.27084,0.91353,1.391131,1.26609,0.12726,14.55484,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000346,127,127,0,1,,2021-09-01T00:00:00+00:00,2026-01-13T00:00:00+00:00,0,0,,-1.0,,0.43307,1.43758,1.0,1.43758,1.09815,0.05564,30.5,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000328,48,48,0,1,,2021-10-01T00:00:00+00:00,2026-03-19T00:00:00+00:00,0,0,,-1.0,,0.39583,2.16096,0.93543,2.310125,1.51353,0.29022,12.59287,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000290,133,133,0,7,,2021-08-16T00:00:00+00:00,2021-12-17T00:00:00+00:00,0,0,,-1.0,,0.38346,2.41776,0.92839,2.60425,1.61971,0.35472,18.4324,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000397,722,722,0,27,,2022-04-20T00:00:00+00:00,2024-08-22T00:00:00+00:00,0,0,,-0.65703,,0.40166,1.61732,0.87952,1.838867,1.24016,0.1258,53.74535,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000398,2289,2289,0,27,,2021-11-01T00:00:00+00:00,2025-08-05T00:00:00+00:00,0,0,,-1.0,,0.33115,2.54983,0.95891,2.659092,1.31738,0.20342,64.95042,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000291,277,277,0,8,,2022-08-03T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,-1.0,,0.32491,2.62238,0.96387,2.720678,1.30942,0.20134,25.162,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000268,306,306,0,27,,2021-09-28T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,-0.64434,,0.46732,1.41497,0.95449,1.482436,1.30858,0.15593,14.69113,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000329,33,33,0,1,,2022-01-27T00:00:00+00:00,2026-04-28T00:00:00+00:00,0,0,,-1.0,,0.45455,1.31299,1.0,1.31299,1.09416,0.05136,8.974,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000425,573,573,0,13,,2021-08-27T00:00:00+00:00,2026-04-07T00:00:00+00:00,0,0,,-1.0,,0.3438,2.3679,0.95463,2.480437,1.29959,0.18767,33.6997,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000078,153,153,0,3,,2022-05-03T00:00:00+00:00,2025-12-11T00:00:00+00:00,0,0,,-1.0,,0.40523,2.25905,0.97369,2.320092,1.59828,0.34267,20.67321,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000399,262,262,0,27,,2021-12-14T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,-0.48843,,0.47328,1.38946,0.95767,1.450876,1.3132,0.15684,11.19113,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000088,407,407,0,22,,2022-02-22T00:00:00+00:00,2023-10-20T00:00:00+00:00,0,0,,-1.0,,0.39558,1.71186,0.90914,1.882944,1.24755,0.13437,39.29494,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000211,345,345,0,24,,2021-12-14T00:00:00+00:00,2026-02-18T00:00:00+00:00,0,0,,-0.44066,,0.47246,1.39018,0.95094,1.461901,1.30928,0.15515,11.50751,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000269,1413,1413,0,27,,2022-06-21T00:00:00+00:00,2024-11-20T00:00:00+00:00,0,0,,-1.0,,0.37084,2.24394,0.95008,2.361843,1.39213,0.2344,59.68482,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000440,139,139,0,2,,2021-09-01T00:00:00+00:00,2025-09-25T00:00:00+00:00,0,0,,-1.0,,0.46043,1.44204,0.99047,1.455915,1.24237,0.12953,12.80805,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000051,1070,1070,0,24,,2021-10-01T00:00:00+00:00,2024-09-19T00:00:00+00:00,0,0,,-1.0,,0.44299,1.44954,0.97759,1.482769,1.17925,0.0976,35.1384,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000355,136,136,0,4,,2021-07-16T00:00:00+00:00,2026-03-26T00:00:00+00:00,0,0,,-1.0,,0.46324,1.38726,0.98274,1.411625,1.21825,0.11513,14.5,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000187,125,125,0,10,,2021-08-11T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,-0.21782,,0.448,1.40722,0.8821,1.595307,1.31379,0.15057,13.05153,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000004,243,243,0,22,,2021-07-02T00:00:00+00:00,2024-01-04T00:00:00+00:00,0,0,,-1.0,,0.3786,1.90924,0.92466,2.064802,1.25803,0.14826,32.03038,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000270,406,406,0,26,,2021-07-26T00:00:00+00:00,2026-03-11T00:00:00+00:00,0,0,,-0.50464,,0.42611,1.55162,0.88058,1.762043,1.3083,0.1558,19.28299,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000356,69,69,0,4,,2021-07-02T00:00:00+00:00,2026-04-27T00:00:00+00:00,0,0,,-0.21882,,0.44928,1.43314,0.89934,1.593546,1.3,0.14859,9.14006,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000116,457,457,0,20,,2022-02-28T00:00:00+00:00,2025-12-11T00:00:00+00:00,0,0,,-1.0,,0.35449,2.36192,0.95988,2.460641,1.35126,0.21765,42.70653,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000023,1839,1839,0,27,,2021-07-21T00:00:00+00:00,2025-11-11T00:00:00+00:00,0,0,,-1.0,,0.33225,2.45519,0.96183,2.552624,1.27007,0.17346,67.30591,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000292,291,291,0,8,,2021-07-26T00:00:00+00:00,2026-03-24T00:00:00+00:00,0,0,,-1.0,,0.46392,1.44995,0.9571,1.514941,1.311,0.15957,11.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000089,123,123,0,18,,2022-06-16T00:00:00+00:00,2024-03-13T00:00:00+00:00,0,0,,-0.44254,,0.46341,1.25723,0.94072,1.336455,1.15421,0.07784,16.85669,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000347,133,133,0,1,,2021-07-08T00:00:00+00:00,2025-07-23T00:00:00+00:00,0,0,,-1.0,,0.33835,2.67567,0.95873,2.790848,1.42714,0.27095,15.95215,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000006,618,618,0,24,,2021-09-15T00:00:00+00:00,2024-03-07T00:00:00+00:00,0,0,,-1.0,,0.44175,1.43097,0.97488,1.467842,1.16151,0.0879,16.54576,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000243,71,71,0,10,,2021-09-02T00:00:00+00:00,2025-04-30T00:00:00+00:00,0,0,,-0.53621,,0.46479,1.38631,0.95022,1.458936,1.26698,0.13578,9.97423,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000084,66,66,0,1,,2021-08-24T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-1.0,,0.36364,2.05512,0.96611,2.127211,1.21556,0.13252,13.7549,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000304,54,54,0,3,,2021-09-20T00:00:00+00:00,2025-11-19T00:00:00+00:00,0,0,,-1.0,,0.46296,1.39967,0.97854,1.430366,1.23307,0.12248,10.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000314,56,56,0,1,,2021-12-09T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,0.06359,,0.55357,1.05761,0.88608,1.193583,1.48003,0.18989,9.40384,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000341,498,498,0,4,,2021-07-02T00:00:00+00:00,2026-01-20T00:00:00+00:00,0,0,,-1.0,,0.3253,2.43109,0.96493,2.519447,1.21473,0.1398,56.25983,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000373,223,223,0,19,,2021-08-19T00:00:00+00:00,2021-12-09T00:00:00+00:00,0,0,,-1.0,,0.41704,1.82231,0.93671,1.945437,1.39174,0.21391,46.08259,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000451,87,87,0,1,,2021-10-19T00:00:00+00:00,2026-03-24T00:00:00+00:00,0,0,,-1.0,,0.37931,1.77711,0.93422,1.902239,1.16247,0.09421,14.76571,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000212,209,209,0,21,,2022-04-11T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,-0.09944,,0.49282,1.26449,0.96282,1.313319,1.27616,0.13485,11.9505,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000180,214,214,0,2,,2021-09-28T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-1.0,,0.32243,2.38723,0.94317,2.531071,1.20444,0.13065,25.36658,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000149,245,245,0,10,,2022-04-27T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-1.0,,0.43265,1.75655,0.9276,1.89365,1.45455,0.23749,20.48028,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000181,106,106,0,2,,2021-07-13T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,-0.69829,,0.41509,1.85968,0.87979,2.113777,1.50011,0.25735,10.1073,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000293,152,152,0,8,,2021-07-02T00:00:00+00:00,2026-04-28T00:00:00+00:00,0,0,,-1.0,,0.36184,2.09478,0.92792,2.257501,1.28003,0.16582,17.81239,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000229,285,285,0,4,,2021-07-02T00:00:00+00:00,2026-03-06T00:00:00+00:00,0,0,,-1.0,,0.32982,2.50512,0.95413,2.625554,1.29216,0.18682,26.33592,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000117,1394,1394,0,20,,2023-04-10T00:00:00+00:00,2026-04-28T00:00:00+00:00,0,0,,-1.0,,0.34218,2.21082,0.96502,2.290958,1.1943,0.12307,61.08213,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000400,81,81,0,12,,2021-12-31T00:00:00+00:00,2023-04-24T00:00:00+00:00,0,0,,-0.54523,,0.45679,1.54749,0.92749,1.668471,1.40304,0.20306,9.52955,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000166,335,335,0,7,,2021-07-02T00:00:00+00:00,2026-03-06T00:00:00+00:00,0,0,,-1.0,,0.34925,2.15092,0.95016,2.263745,1.21494,0.1329,31.14744,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000271,56,56,0,9,,2021-09-23T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,-0.56714,,0.48214,1.66497,0.97015,1.716199,1.59784,0.30036,8.88556,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000294,218,218,0,8,,2022-01-27T00:00:00+00:00,2026-02-09T00:00:00+00:00,0,0,,-1.0,,0.38991,1.84749,0.89707,2.059471,1.3162,0.17305,14.15568,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000167,163,163,0,7,,2022-02-01T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,-1.0,,0.37423,1.91808,0.90267,2.124896,1.27077,0.15295,18.03936,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000064,34,34,0,4,,2021-07-08T00:00:00+00:00,2024-05-22T00:00:00+00:00,0,0,,0.00322,,0.5,1.44947,0.89739,1.615206,1.6152,0.27604,3.97781,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000244,229,229,0,12,,2021-07-26T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,-1.0,,0.34061,2.12269,0.89335,2.376101,1.23558,0.13785,24.87421,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000441,69,69,0,2,,2021-11-26T00:00:00+00:00,2025-12-30T00:00:00+00:00,0,0,,-1.0,,0.43478,1.45638,0.95146,1.530679,1.17744,0.09543,7.68923,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000133,131,131,0,4,,2021-07-16T00:00:00+00:00,2025-07-15T00:00:00+00:00,0,0,,-1.0,,0.35115,2.34776,0.9544,2.459933,1.33125,0.20513,18.75653,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000031,516,516,0,27,,2022-11-01T00:00:00+00:00,2025-12-08T00:00:00+00:00,0,0,,-1.0,,0.46899,1.39216,0.9693,1.436253,1.26852,0.13821,20.78929,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000134,54,54,0,4,,2022-04-20T00:00:00+00:00,2026-02-12T00:00:00+00:00,0,0,,-0.27882,,0.48148,1.27459,0.93007,1.370424,1.27254,0.13143,5.96238,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000090,212,212,0,23,,2022-04-01T00:00:00+00:00,2024-09-16T00:00:00+00:00,0,0,,-1.0,,0.45283,1.4182,0.96893,1.463676,1.21133,0.11204,9.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000230,177,177,0,4,,2021-08-06T00:00:00+00:00,2026-04-10T00:00:00+00:00,0,0,,-1.0,,0.29944,2.80771,0.97294,2.8858,1.23345,0.15912,14.86035,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000024,1357,1357,0,27,,2021-07-29T00:00:00+00:00,2025-02-03T00:00:00+00:00,0,0,,-1.0,,0.36256,2.23078,0.94862,2.351605,1.33756,0.20412,37.26638,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000118,197,197,0,20,,2021-07-02T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,-0.53621,,0.47716,1.37717,0.96029,1.434119,1.30881,0.15505,9.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000458,70,70,0,3,,2021-07-21T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,-1.0,,0.4,1.56936,0.90139,1.741044,1.1607,0.08691,9.53616,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000052,472,472,0,24,,2022-07-13T00:00:00+00:00,2024-06-13T00:00:00+00:00,0,0,,-1.0,,0.39195,1.9373,0.94143,2.057827,1.32648,0.18689,24.46071,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000401,58,58,0,13,,2021-12-09T00:00:00+00:00,2022-02-09T00:00:00+00:00,0,0,,-0.11352,,0.48276,1.47931,0.90556,1.633586,1.52468,0.24576,4.83163,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
