policy,symbol,trades,net_x2_sum_pct,net_x2_expectancy_pct
ONE_ACTIVE_PER_SYMBOL,RXRX,5,-60.313641797527886,-12.062728359505577
ONE_ACTIVE_PER_SYMBOL,SEDG,13,38.994230742676294,2.9995562109750997
ONE_ACTIVE_PER_SYMBOL,SG,5,15.674881725105326,3.134976345021065
ONE_ACTIVE_PER_SYMBOL,SKYW,17,30.20030750882804,1.7764886769898847
ONE_ACTIVE_PER_SYMBOL,SOUN,14,-3.5410718423628893,-0.25293370302592066
ONE_ACTIVE_PER_SYMBOL,TMDX,16,-22.26328982313166,-1.3914556139457288
ONE_ACTIVE_PER_SYMBOL,TSLA,19,48.43175198608981,2.549039578215253
ONE_ACTIVE_PER_SYMBOL,UPST,10,38.24211645889607,3.824211645889607
ONE_ACTIVE_PER_SYMBOL,WING,9,-22.290612445694748,-2.4767347161883055
ONE_ACTIVE_PER_SYMBOL,ZETA,13,15.821320471389683,1.2170246516453602
