quarter,trades,expectancy_pct,net_sum_pct
2025Q1,19,-0.9644188693136361,-18.323958516959085
2025Q2,57,3.9919897800548685,227.5434174631275
2025Q3,72,1.4991666101165342,107.93999592839046
2025Q4,23,-0.1860592601312191,-4.279362983018039
2026Q1,22,0.022351429927128776,0.4917314583968331
2026Q2,33,3.3067790357248295,109.12370817891937
