trade_id,policy,variant,symbol,signal_date,source_signal_date,entry_date,exit_date,entry_price,exit_price,holding_days,truncated,gross_return_pct,net_return_x1_pct,net_return_x2_pct,net_return_x3_pct,cost_bps_x1,cost_bps_x2,cost_bps_x3,entry_model,exit_model
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00001,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GOOG,2024-04-18,2024-04-18,2024-04-19,2024-05-03,156.37,167.51,10,False,7.124128669182062,7.024128669182062,6.924128669182061,6.824128669182061,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00002,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GOOGL,2024-04-18,2024-04-18,2024-04-19,2024-05-03,154.84,165.77,10,False,7.058899509170757,6.958899509170758,6.858899509170757,6.758899509170757,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00003,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AX,2024-04-22,2024-04-22,2024-04-23,2024-05-07,51.52,59.21,10,False,14.926242236024834,14.826242236024834,14.726242236024834,14.626242236024833,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00004,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,LRN,2024-04-24,2024-04-24,2024-04-25,2024-05-09,63.2,71.49,10,False,13.11708860759493,13.017088607594928,12.917088607594929,12.817088607594929,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00005,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,ZETA,2024-04-25,2024-04-25,2024-04-26,2024-05-10,12.45,15.8,10,False,26.907630522088375,26.807630522088377,26.707630522088376,26.607630522088378,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00006,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,APPF,2024-04-26,2024-04-26,2024-04-29,2024-05-13,242.75,249.41,10,False,2.7435633367662193,2.6435633367662192,2.543563336766219,2.4435633367662195,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00007,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AEO,2024-04-30,2024-04-30,2024-05-01,2024-05-15,22.62,22.69,10,False,0.30946065428825165,0.20946065428825164,0.10946065428825164,0.00946065428825164,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00008,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,OLLI,2024-05-03,2024-05-03,2024-05-06,2024-05-20,78.51,73.17,10,False,-6.801681314482233,-6.901681314482233,-7.001681314482234,-7.101681314482233,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00009,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,FRPT,2024-05-06,2024-05-06,2024-05-07,2024-05-21,122.78,126.67,10,False,3.1682684476299183,3.0682684476299182,2.968268447629918,2.8682684476299185,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00010,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,INSP,2024-05-06,2024-05-06,2024-05-07,2024-05-21,251.84,152.37,10,False,-39.4972998729352,-39.597299872935196,-39.6972998729352,-39.7972998729352,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00011,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,IOVA,2024-05-07,2024-05-07,2024-05-08,2024-05-22,13.76,10.33,10,False,-24.927325581395344,-25.027325581395342,-25.127325581395343,-25.227325581395345,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00012,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,BROS,2024-05-08,2024-05-08,2024-05-09,2024-05-23,32.41,34.26,10,False,5.708114779389084,5.6081147793890835,5.508114779389084,5.408114779389084,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00013,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,CARG,2024-05-10,2024-05-10,2024-05-13,2024-05-28,24.29,23.47,10,False,-3.3758748456154786,-3.4758748456154787,-3.5758748456154787,-3.675874845615479,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00014,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,RXRX,2024-05-13,2024-05-13,2024-05-14,2024-05-29,9.73,8.58,10,False,-11.819116135662899,-11.9191161356629,-12.0191161356629,-12.1191161356629,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00015,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AX,2024-05-14,2024-05-14,2024-05-15,2024-05-30,62.82,54.09,10,False,-13.89684813753581,-13.99684813753581,-14.096848137535812,-14.196848137535811,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00016,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,CALM,2024-05-14,2024-05-14,2024-05-15,2024-05-30,51.61,53.13,10,False,2.9451656655687053,2.845165665568705,2.745165665568705,2.6451656655687055,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00017,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GH,2024-05-15,2024-05-15,2024-05-16,2024-05-31,25.74,27.1,10,False,5.283605283605297,5.1836052836052975,5.083605283605297,4.983605283605296,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00018,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,MNDY,2024-05-15,2024-05-15,2024-05-16,2024-05-31,222.84,225.91,10,False,1.3776700771854111,1.277670077185411,1.1776700771854112,1.0776700771854113,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00019,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,ENPH,2024-05-16,2024-05-16,2024-05-17,2024-06-03,116.68,127.55,10,False,9.31607816249571,9.21607816249571,9.116078162495711,9.016078162495711,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00020,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,APPF,2024-05-17,2024-05-17,2024-05-20,2024-06-04,239.89,226.96,10,False,-5.389970403101407,-5.489970403101408,-5.5899704031014075,-5.689970403101407,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00021,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GOOG,2024-05-17,2024-05-17,2024-05-20,2024-06-04,175.76,173.6,10,False,-1.228948566226673,-1.3289485662266731,-1.428948566226673,-1.5289485662266729,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00022,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,SKYW,2024-05-17,2024-05-17,2024-05-20,2024-06-04,76.0,78.63,10,False,3.4605263157894584,3.3605263157894583,3.260526315789458,3.160526315789458,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00023,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GOOGL,2024-05-20,2024-05-20,2024-05-21,2024-06-05,175.35,173.87,10,False,-0.8440262332477855,-0.9440262332477856,-1.0440262332477854,-1.1440262332477853,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00024,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,LRN,2024-05-20,2024-05-20,2024-05-21,2024-06-05,69.83,69.54,10,False,-0.41529428612343544,-0.5152942861234354,-0.6152942861234354,-0.7152942861234355,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00025,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,MSFT,2024-05-21,2024-05-21,2024-05-22,2024-06-06,423.44,417.95,10,False,-1.296523710561126,-1.3965237105611261,-1.496523710561126,-1.5965237105611259,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00026,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AMZN,2024-05-22,2024-05-22,2024-05-23,2024-06-07,183.69,184.3,10,False,0.33208122380097294,0.23208122380097293,0.13208122380097292,0.03208122380097293,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00027,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AVGO,2024-05-22,2024-05-22,2024-05-23,2024-06-07,139.76,137.63,10,False,-1.5240412135088643,-1.6240412135088644,-1.7240412135088645,-1.8240412135088642,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00028,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,CRDO,2024-05-22,2024-05-22,2024-05-23,2024-06-07,20.01,27.15,10,False,35.68215892053972,35.58215892053972,35.48215892053972,35.382158920539716,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00029,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,NVDA,2024-05-22,2024-05-22,2024-05-23,2024-06-07,101.85,120.68,10,False,18.48797250859109,18.387972508591087,18.28797250859109,18.187972508591088,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00030,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,TMDX,2024-05-22,2024-05-22,2024-05-23,2024-06-07,137.64,137.18,10,False,-0.33420517291483653,-0.4342051729148365,-0.5342051729148365,-0.6342051729148366,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00031,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AAPL,2024-05-24,2024-05-24,2024-05-28,2024-06-11,189.87,205.37,10,False,8.163480275978308,8.063480275978307,7.963480275978307,7.863480275978308,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00032,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,WING,2024-05-24,2024-05-24,2024-05-28,2024-06-11,382.58,393.33,10,False,2.8098698311464165,2.7098698311464164,2.6098698311464164,2.5098698311464167,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00033,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,FRPT,2024-05-28,2024-05-28,2024-05-29,2024-06-12,130.81,126.56,10,False,-3.2489870804984333,-3.3489870804984334,-3.4489870804984335,-3.5489870804984336,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00034,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,OLLI,2024-05-28,2024-05-28,2024-05-29,2024-06-12,78.85,84.85,10,False,7.609384908053274,7.509384908053274,7.409384908053274,7.309384908053273,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00035,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AEO,2024-05-29,2024-05-29,2024-05-30,2024-06-13,20.26,19.61,10,False,-3.208292201382046,-3.308292201382046,-3.408292201382046,-3.508292201382046,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00036,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,CROX,2024-05-29,2024-05-29,2024-05-30,2024-06-13,154.05,158.65,10,False,2.986043492372592,2.886043492372592,2.786043492372592,2.686043492372592,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00037,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,FN,2024-05-29,2024-05-29,2024-05-30,2024-06-13,242.34,245.2,10,False,1.1801601056367073,1.0801601056367072,0.9801601056367073,0.8801601056367073,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00038,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AMBA,2024-05-31,2024-05-31,2024-06-03,2024-06-17,59.02,55.9,10,False,-5.286343612334809,-5.38634361233481,-5.48634361233481,-5.58634361233481,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00039,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,ENPH,2024-06-04,2024-06-04,2024-06-05,2024-06-20,131.49,108.57,10,False,-17.43098334474106,-17.53098334474106,-17.630983344741058,-17.73098334474106,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00040,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GH,2024-06-04,2024-06-04,2024-06-05,2024-06-20,28.04,29.56,10,False,5.42082738944365,5.32082738944365,5.22082738944365,5.120827389443649,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00041,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,SOUN,2024-06-04,2024-06-04,2024-06-05,2024-06-20,4.98,4.05,10,False,-18.67469879518073,-18.774698795180733,-18.874698795180734,-18.974698795180732,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00042,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GOOG,2024-06-05,2024-06-05,2024-06-06,2024-06-21,175.86,178.89,10,False,1.7229614466052423,1.6229614466052422,1.5229614466052424,1.4229614466052425,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00043,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,META,2024-06-05,2024-06-05,2024-06-06,2024-06-21,489.21,491.48,10,False,0.4640134093742976,0.3640134093742976,0.26401340937429757,0.16401340937429756,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00044,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,RXRX,2024-06-05,2024-06-05,2024-06-06,2024-06-21,9.0,8.85,10,False,-1.6666666666666718,-1.766666666666672,-1.866666666666672,-1.9666666666666717,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00045,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,CARG,2024-06-06,2024-06-06,2024-06-07,2024-06-24,25.25,25.25,10,False,0.0,-0.1,-0.2,-0.3,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00046,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,FOUR,2024-06-06,2024-06-06,2024-06-07,2024-06-24,72.0,70.74,10,False,-1.750000000000007,-1.8500000000000072,-1.9500000000000073,-2.050000000000007,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00047,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GOOGL,2024-06-06,2024-06-06,2024-06-07,2024-06-24,175.59,177.85,10,False,1.2870892419841518,1.1870892419841517,1.0870892419841518,0.9870892419841518,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00048,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,LRN,2024-06-06,2024-06-06,2024-06-07,2024-06-24,68.93,69.99,10,False,1.5377919628608572,1.437791962860857,1.3377919628608572,1.2377919628608574,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00049,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,ALGM,2024-06-10,2024-06-10,2024-06-11,2024-06-26,29.3,28.46,10,False,-2.866894197952219,-2.966894197952219,-3.066894197952219,-3.166894197952219,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00050,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AMZN,2024-06-10,2024-06-10,2024-06-11,2024-06-26,187.06,193.61,10,False,3.501550304715062,3.401550304715062,3.301550304715062,3.2015503047150617,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00051,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AVGO,2024-06-10,2024-06-10,2024-06-11,2024-06-26,140.72,156.26,10,False,11.043206367254111,10.94320636725411,10.84320636725411,10.74320636725411,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00052,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,TMDX,2024-06-10,2024-06-10,2024-06-11,2024-06-26,143.12,144.66,10,False,1.0760201229737199,0.9760201229737198,0.8760201229737199,0.7760201229737198,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00053,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,APPF,2024-06-11,2024-06-11,2024-06-12,2024-06-27,239.03,248.89,10,False,4.125005229469103,4.025005229469103,3.925005229469103,3.825005229469103,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00054,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,MNDY,2024-06-12,2024-06-12,2024-06-13,2024-06-28,232.01,240.76,10,False,3.771389164260164,3.6713891642601637,3.5713891642601636,3.4713891642601635,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00055,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,CROX,2024-06-14,2024-06-14,2024-06-17,2024-07-02,156.64,145.49,10,False,-7.11823289070479,-7.21823289070479,-7.31823289070479,-7.41823289070479,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00056,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,FRPT,2024-06-17,2024-06-17,2024-06-18,2024-07-03,129.27,132.47,10,False,2.475439003635782,2.375439003635782,2.275439003635782,2.1754390036357822,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00057,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,MSFT,2024-06-17,2024-06-17,2024-06-18,2024-07-03,442.76,453.64,10,False,2.4573132170927714,2.3573132170927713,2.257313217092771,2.1573132170927716,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00058,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,CALM,2024-06-18,2024-06-18,2024-06-20,2024-07-05,51.84,55.09,10,False,6.269290123456783,6.169290123456783,6.069290123456783,5.9692901234567834,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00059,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GOOG,2024-06-24,2024-06-24,2024-06-25,2024-07-10,179.69,191.19,10,False,6.3999109577605795,6.299910957760579,6.199910957760579,6.09991095776058,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00060,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,META,2024-06-24,2024-06-24,2024-06-25,2024-07-10,493.68,531.12,10,False,7.583859990277109,7.483859990277109,7.3838599902771085,7.283859990277108,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00061,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,RXRX,2024-06-24,2024-06-24,2024-06-25,2024-07-10,9.49,7.23,10,False,-23.8145416227608,-23.914541622760797,-24.0145416227608,-24.1145416227608,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00062,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,FOUR,2024-06-25,2024-06-25,2024-06-26,2024-07-11,69.99,69.77,10,False,-0.31433061865980827,-0.41433061865980825,-0.5143306186598082,-0.6143306186598083,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00063,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GOOGL,2024-06-25,2024-06-25,2024-06-26,2024-07-11,181.27,184.15,10,False,1.5887902024604106,1.4887902024604105,1.3887902024604106,1.2887902024604108,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00064,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,LRN,2024-06-25,2024-06-25,2024-06-26,2024-07-11,68.19,67.52,10,False,-0.9825487608153716,-1.0825487608153717,-1.1825487608153715,-1.2825487608153714,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00065,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AMBA,2024-06-26,2024-06-26,2024-06-27,2024-07-12,53.29,62.32,10,False,16.945017826984433,16.84501782698443,16.74501782698443,16.645017826984432,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00066,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,COST,2024-06-26,2024-06-26,2024-06-27,2024-07-12,848.52,833.87,10,False,-1.7265356149530953,-1.8265356149530954,-1.9265356149530954,-2.026535614953095,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00067,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,GH,2024-06-27,2024-06-27,2024-06-28,2024-07-15,30.0,31.54,10,False,5.133333333333323,5.033333333333323,4.933333333333323,4.833333333333323,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00068,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,AX,2024-06-28,2024-06-28,2024-07-01,2024-07-16,57.2,70.81,10,False,23.793706293706297,23.693706293706295,23.593706293706298,23.493706293706296,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00069,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,CARG,2024-06-28,2024-06-28,2024-07-01,2024-07-16,26.2,26.68,10,False,1.8320610687022842,1.7320610687022842,1.632061068702284,1.5320610687022844,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00070,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,CRDO,2024-06-28,2024-06-28,2024-07-01,2024-07-16,31.24,33.83,10,False,8.290653008962877,8.190653008962878,8.090653008962878,7.9906530089628784,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00071,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,FN,2024-06-28,2024-06-28,2024-07-01,2024-07-16,245.74,265.5,10,False,8.041018963131762,7.9410189631317625,7.841018963131763,7.741018963131763,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00072,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,OLLI,2024-06-28,2024-06-28,2024-07-01,2024-07-16,98.71,103.97,10,False,5.328740755749162,5.228740755749161,5.1287407557491616,5.028740755749162,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00073,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,WING,2024-06-28,2024-06-28,2024-07-01,2024-07-16,422.41,383.02,10,False,-9.32506332709927,-9.42506332709927,-9.52506332709927,-9.62506332709927,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
DSS-CO-001-ONE_ACTIVE_PER_SYMBOL-00074,ONE_ACTIVE_PER_SYMBOL,CONTRACTION_ONLY,MNDY,2024-07-01,2024-07-01,2024-07-02,2024-07-17,237.9,230.28,10,False,-3.20302648171501,-3.30302648171501,-3.40302648171501,-3.5030264817150103,10.0,20.0,30.0,next_open,time_stop_10_sessions_close
