segment,trades,symbols,expectancy_pct,profit_factor,winrate,avg_win_pct,avg_loss_pct,worst_streak
IS,368,47,0.9721150339066366,1.4339534936396492,0.47554347826086957,6.754905954324762,-4.271348235902545,12
OOS,557,50,-0.057295211591716924,0.9831430147706817,0.4883303411131059,6.842919175353907,-6.642762977378418,18
LAST_12_MONTHS,395,50,0.26158544686247853,1.0834269519670878,0.4835443037974684,7.0253920573604365,-6.071194271790022,15
LAST_24_MONTHS,821,50,0.15347342204601067,1.0491711271399073,0.4701583434835566,6.965065357973177,-5.8908357440870605,18
