trade_id,symbol,signal_date,entry_date,signal_close_to_next_open_pct,next_open_to_close_day1_pct,day1_to_day3_pct,day3_to_day5_pct,day5_to_day10_pct,mae_pct,mfe_pct,net_return_x2_pct
DSS-BO-001-00017,FRPT,2024-05-28,2024-05-29,-0.94653945176435,-0.7644675483525765,1.355827748247429,-0.060804134681147204,-3.749334550155914,-3.4783273450042063,1.5595137986392338,-3.4489870804984335
DSS-BO-001-00018,TMDX,2024-05-28,2024-05-29,-0.92398152036961,0.536950685318649,-6.092761770906541,1.092569033899582,5.026278777111548,-9.114031369224252,3.235834393104442,0.040214780274139446
DSS-BO-001-00019,CROX,2024-05-30,2024-05-31,0.23722510739245806,-0.447742100550097,-4.902338730403488,-0.6823863252482854,6.789115646258503,-8.353588333120122,2.181143661251128,0.2093642062171998
DSS-BO-001-00020,OLLI,2024-05-30,2024-05-31,0.02466091245376667,1.6148915187376822,8.9773140846779,-7.035511521763327,5.029337803855816,-0.8012820512820595,12.27810650887573,7.923767258382619
DSS-BO-001-00021,AMBA,2024-05-31,2024-06-03,1.3044970820460078,-6.116570654015597,3.9162606027792757,-0.0868357068426473,-2.8333043629410803,-7.370382921043717,0.542189088444589,-5.48634361233481
DSS-BO-001-00022,AAPL,2024-06-03,2024-06-04,0.30151798710749134,-0.13475691924950128,1.3078679676146843,5.210040983606556,3.447436334420795,-1.2646418575723017,13.149165543692343,9.911951902145733
DSS-BO-001-00023,GH,2024-06-04,2024-06-05,0.17863522686674127,11.233951497860218,-3.6229560756652845,5.921490352628078,-7.1608040201005085,-2.5320970042795987,15.192582025677591,5.22082738944365
DSS-BO-001-00024,META,2024-06-05,2024-06-06,-0.419321350784696,0.15739661903886315,2.7776643944650736,-0.6652236938779477,-1.7511594434671318,-0.5703072300239032,4.266061609533733,0.26401340937429757
DSS-BO-001-00025,CARG,2024-06-06,2024-06-07,0.3178386968613278,3.722772277227726,2.0236731576937617,-4.865269461077837,-0.668764752163653,-1.425742574257427,6.534653465346518,-0.2
DSS-BO-001-00026,FOUR,2024-06-07,2024-06-10,-1.7509995863780436,2.7785573954532516,-2.1845985800109102,-1.06085985482971,-0.7054176072234797,-4.476564692674733,5.164187482458593,-1.4349143979792476
DSS-BO-001-00027,AVGO,2024-06-11,2024-06-12,2.6023084994753365,-0.2318129133428659,22.285245677578057,-5.152565105621997,-8.237096394060806,-1.506783936728695,23.522192677439158,5.983950364764445
DSS-BO-001-00028,MSFT,2024-06-17,2024-06-18,0.3012935233219327,-0.75210046074623,0.2981134651707906,1.0028588283341744,1.9049330577769696,-1.8791218718944735,2.513777215647295,2.257313217092771
DSS-BO-001-00029,AMZN,2024-06-21,2024-06-24,0.1480854664692277,-2.0014786649767746,6.61744894110039,-0.32853171594642294,1.0851926977687665,-2.1282213772708114,6.252640473172777,5.070384452893961
DSS-BO-001-00030,GOOG,2024-06-25,2024-06-26,-0.7438779388608263,0.6345733041575485,-0.4729288975864332,1.567535092031247,-0.04839750483974781,-0.798687089715544,4.94529540481401,1.4794310722100692
DSS-BO-001-00031,GOOGL,2024-06-25,2024-06-26,-0.7392399518125092,0.6619959176918266,-0.48227105825614514,1.5474420397598943,-0.13557483731019282,-0.7502620400507642,4.9704860153362285,1.3887902024604106
DSS-BO-001-00032,APPF,2024-06-27,2024-06-28,0.4459801518743367,-2.1720000000000073,2.2079568221776924,1.0321238548625988,3.488418135022764,-3.3600000000000074,7.464000000000004,4.3440000000000145
DSS-BO-001-00033,META,2024-06-27,2024-06-28,-0.465026157721371,-2.4995133346311094,1.1380425667851357,3.796193935565384,-6.264858593735134,-4.6369476348063206,4.962040101226406,-4.258789176562205
DSS-BO-001-00034,AX,2024-06-28,2024-07-01,0.08748906386701893,0.3146853146853035,-1.2199372603694747,0.952717007762871,23.750436910171267,-1.5034965034965042,25.786713286713294,23.593706293706298
DSS-BO-001-00035,CRDO,2024-06-28,2024-07-01,-2.1916092673763377,-0.0640204865556937,1.3132607303010913,-0.6006955422067639,7.601781170483446,-3.8092189500640083,8.70678617157492,8.090653008962878
DSS-BO-001-00036,MNDY,2024-06-28,2024-07-01,-0.4195049011463614,0.09176225234619473,3.754635996166189,-4.5144188288215865,-0.24396399427947246,-4.905109489051096,4.892596454640241,-1.2802919708029157
DSS-BO-001-00037,CALM,2024-07-01,2024-07-02,-0.16222062004325188,-1.3720888246975926,1.7023613399231197,0.21598272138227959,4.130747126436773,-1.7512186315219336,9.081061563459114,4.475934284166816
DSS-BO-001-00038,TSLA,2024-07-01,2024-07-02,4.269513008672443,5.6850379307193055,9.374729741416598,4.080018976832456,-5.606624629643697,-0.3473174298510129,23.84608353898181,13.363659628918745
DSS-BO-001-00039,ZETA,2024-07-01,2024-07-02,-0.5494505494505364,-3.646408839779003,-1.834862385321101,-2.9789719626168276,22.034918723660457,-9.944751381215477,15.966850828729262,11.788950276243092
