episode_type,symbol,episode_id,first_signal_date,last_signal_date,first_signal_idx,last_signal_idx,episode_length_days,number_of_raw_signals,min_ATR14_pct_rank,max_ATR14_pct_rank,regime_snapshot,trend_snapshot,sample
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00001,2024-07-15,2024-07-17,258,260,3,3,0.026749566223250427,0.02943199449749668,True,True,IS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00002,2024-08-23,2024-09-04,287,294,13,8,0.021232613540305853,0.02766667741831438,True,True,IS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00003,2024-09-09,2024-09-09,297,297,1,1,0.028759095249069905,0.028759095249069905,True,True,IS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00004,2024-09-11,2024-09-19,299,305,9,7,0.02824076844814174,0.03065253532834581,True,True,IS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00005,2024-09-24,2024-10-29,308,333,36,26,0.020905124408747245,0.029368664461832162,True,True,IS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00006,2024-12-06,2024-12-09,360,361,4,2,0.0299941331768847,0.03007435180477884,True,True,IS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00007,2025-01-14,2025-01-16,384,386,3,3,0.027883943136797925,0.029028403244188206,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00008,2025-05-12,2025-05-12,465,465,1,1,0.039848115775899105,0.039848115775899105,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00009,2025-05-14,2025-05-14,467,467,1,1,0.03857779946592926,0.03857779946592926,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00010,2025-05-16,2025-05-19,469,470,4,2,0.03565380997177797,0.036645422943221304,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00011,2025-09-23,2025-09-23,557,557,1,1,0.04087138848632479,0.04087138848632479,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00012,2025-10-03,2025-10-03,565,565,1,1,0.04051868580170465,0.04051868580170465,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00013,2025-10-09,2025-10-16,569,574,8,6,0.037827252112966406,0.0395809331797235,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00014,2026-01-14,2026-01-15,635,636,2,2,0.042215107316494714,0.04322214799002753,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00015,2026-01-28,2026-01-28,644,644,1,1,0.04313917975567187,0.04313917975567187,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00016,2026-02-23,2026-02-26,661,664,4,4,0.041063452676355895,0.042809456374093224,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00017,2026-03-02,2026-03-02,666,666,1,1,0.042234794908062236,0.042234794908062236,True,True,OOS
EPISODE_CONTIGUOUS,AAON,EPISODE_CONTIGUOUS-AAON-00018,2026-04-24,2026-04-24,704,704,1,1,0.0463590545707334,0.0463590545707334,True,True,OOS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00001,2024-05-24,2024-06-11,225,236,19,12,0.01355814997094156,0.015348226410589302,True,True,IS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00002,2024-08-26,2024-09-03,288,293,9,6,0.015950686324351808,0.019069826464896425,True,True,IS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00003,2024-09-05,2024-09-05,295,295,1,1,0.018322287174073127,0.018322287174073127,True,True,IS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00004,2024-09-27,2024-10-01,311,313,5,3,0.019522635880140096,0.020581221019603878,True,True,IS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00005,2024-10-09,2024-10-30,319,334,22,16,0.01590381334269575,0.02102471583483679,True,True,IS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00006,2024-11-07,2024-11-08,340,341,2,2,0.01767761447109512,0.01769396802419509,True,True,IS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00007,2024-11-14,2024-11-14,345,345,1,1,0.016920738522061766,0.016920738522061766,True,True,IS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00008,2024-11-18,2025-01-02,347,377,46,31,0.013213662428322118,0.017831133865913406,True,True,IS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00009,2025-08-08,2025-08-08,526,526,1,1,0.02228639219878498,0.02228639219878498,True,True,OOS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00010,2025-08-27,2025-09-19,539,555,24,17,0.01632282789136217,0.021326111131936377,True,True,OOS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00011,2025-09-24,2025-09-24,558,558,1,1,0.020262166590651876,0.020262166590651876,True,True,OOS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00012,2025-10-01,2025-10-20,563,576,20,14,0.017087365500439853,0.01900611852325431,True,True,OOS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00013,2025-10-31,2025-10-31,585,585,1,1,0.018889786265908662,0.018889786265908662,True,True,OOS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00014,2025-11-10,2025-11-17,591,596,8,6,0.018324733053357335,0.01899060297156458,True,True,OOS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00015,2025-12-10,2025-12-30,612,625,21,14,0.014507907463076723,0.019130578461188926,True,True,OOS
EPISODE_CONTIGUOUS,AAPL,EPISODE_CONTIGUOUS-AAPL-00016,2026-05-22,2026-06-08,724,734,18,11,0.01594244696532716,0.01869382134308853,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00001,2024-08-23,2024-09-18,287,304,27,18,0.013121344465192362,0.018389607542205644,True,True,IS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00002,2024-09-23,2024-09-27,307,311,5,5,0.017733389302940782,0.01861073268505034,True,True,IS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00003,2024-10-01,2024-10-07,313,317,7,5,0.015736528431152197,0.017423754295532647,True,True,IS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00004,2024-10-09,2024-10-14,319,322,6,4,0.015015834880419318,0.015186397965294895,True,True,IS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00005,2024-10-30,2024-10-30,334,334,1,1,0.01411199162323596,0.01411199162323596,True,True,IS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00006,2025-01-03,2025-01-03,378,378,1,1,0.018257039009765014,0.018257039009765014,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00007,2025-02-25,2025-03-04,412,417,8,6,0.017655470812555002,0.018095613547247105,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00008,2025-06-04,2025-06-16,481,489,13,9,0.01723035412101411,0.021790165277537084,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00009,2025-06-26,2025-06-26,496,496,1,1,0.018996960486322188,0.018996960486322188,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00010,2025-07-01,2025-07-01,499,499,1,1,0.02090088371797317,0.02090088371797317,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00011,2025-07-03,2025-07-08,501,503,6,3,0.020538977688069393,0.021722823271028754,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00012,2025-07-10,2025-07-10,505,505,1,1,0.021117877842865635,0.021117877842865635,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00013,2025-07-24,2025-07-31,515,520,8,6,0.02090479280615555,0.023013868954877916,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00014,2025-08-11,2025-10-02,527,564,53,38,0.01449101220801691,0.022477883947955277,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00015,2025-10-22,2025-10-30,578,584,9,7,0.014027826419179218,0.018967086065702375,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00016,2025-12-19,2026-01-02,619,627,15,9,0.015369217081850543,0.019721459470823998,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00017,2026-01-07,2026-01-07,630,630,1,1,0.01872685890660564,0.01872685890660564,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00018,2026-05-28,2026-05-29,727,728,2,2,0.02301997503936851,0.023693460671176524,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00019,2026-06-03,2026-06-08,731,734,6,4,0.024144824941374685,0.024508122801000884,True,True,OOS
EPISODE_CONTIGUOUS,ABBV,EPISODE_CONTIGUOUS-ABBV-00020,2026-06-10,2026-06-17,736,741,8,6,0.023477049889907217,0.02505636173117834,True,True,OOS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00001,2024-04-18,2024-04-18,199,199,1,1,0.028148368648463363,0.028148368648463363,True,True,IS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00002,2024-05-06,2024-05-06,211,211,1,1,0.028171596733364904,0.028171596733364904,True,True,IS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00003,2024-06-27,2024-07-10,247,255,14,9,0.017742388758782212,0.019656536745517317,True,True,IS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00004,2024-07-16,2024-07-16,259,259,1,1,0.021139402643274397,0.021139402643274397,True,True,IS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00005,2024-07-22,2024-07-23,263,264,2,2,0.023408917590956903,0.023429028023514622,True,True,IS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00006,2024-11-07,2024-11-07,340,340,1,1,0.02143718888449566,0.02143718888449566,True,True,IS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00007,2025-06-02,2025-06-20,479,492,19,14,0.024217994195420863,0.028416389811738663,True,True,OOS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00008,2025-06-24,2025-06-24,494,494,1,1,0.02767289402545669,0.02767289402545669,True,True,OOS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00009,2025-06-26,2025-07-29,496,518,34,23,0.017786703005092188,0.02724242553737019,True,True,OOS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00010,2025-12-29,2026-01-14,624,635,17,12,0.01812555260831124,0.022098899492555404,True,True,OOS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00011,2026-05-01,2026-05-08,709,714,8,6,0.027755741339679833,0.029363269958881257,True,True,OOS
EPISODE_CONTIGUOUS,ABNB,EPISODE_CONTIGUOUS-ABNB-00012,2026-06-15,2026-06-30,739,749,16,11,0.029049848243222393,0.032037779438744314,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00001,2024-07-05,2024-07-05,252,252,1,1,0.056855586809503866,0.056855586809503866,True,True,IS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00002,2024-07-10,2024-07-16,255,259,7,5,0.050772503358710266,0.057136519203954884,True,True,IS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00003,2025-02-18,2025-02-18,407,407,1,1,0.0479394449116905,0.0479394449116905,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00004,2025-02-21,2025-02-21,410,410,1,1,0.04624200426439232,0.04624200426439232,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00005,2025-03-25,2025-03-25,432,432,1,1,0.05234833659491193,0.05234833659491193,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00006,2025-05-21,2025-05-21,472,472,1,1,0.05415980230642502,0.05415980230642502,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00007,2025-05-27,2025-05-28,475,476,2,2,0.05621664724283873,0.05647988780518899,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00008,2025-05-30,2025-08-05,478,523,68,46,0.033704100777271505,0.049773193313863144,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00009,2025-09-16,2025-09-25,552,559,10,8,0.03976476086617854,0.04506489152818351,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00010,2025-12-09,2025-12-12,611,614,4,4,0.04435037330761261,0.047267182735163026,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00011,2025-12-17,2025-12-17,617,617,1,1,0.0485229633048696,0.0485229633048696,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00012,2025-12-30,2025-12-30,625,625,1,1,0.04976946995961257,0.04976946995961257,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00013,2026-01-05,2026-01-15,628,636,11,9,0.04533893767402015,0.0503724216959511,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00014,2026-01-20,2026-01-20,638,638,1,1,0.05179304097618161,0.05179304097618161,True,True,OOS
EPISODE_CONTIGUOUS,ACMR,EPISODE_CONTIGUOUS-ACMR-00015,2026-04-22,2026-04-27,702,705,6,4,0.05354850540986614,0.05668535721259799,True,True,OOS
EPISODE_CONTIGUOUS,ADBE,EPISODE_CONTIGUOUS-ADBE-00001,2024-07-09,2024-07-22,254,263,14,10,0.01924857938146974,0.021548984557326598,True,True,IS
EPISODE_CONTIGUOUS,ADBE,EPISODE_CONTIGUOUS-ADBE-00002,2024-07-31,2024-08-01,270,271,2,2,0.02110939907550072,0.02144275875968248,True,True,IS
EPISODE_CONTIGUOUS,ADBE,EPISODE_CONTIGUOUS-ADBE-00003,2024-08-26,2024-09-06,288,296,12,9,0.020183442886738453,0.02201453391673704,True,True,IS
EPISODE_CONTIGUOUS,ADBE,EPISODE_CONTIGUOUS-ADBE-00004,2024-11-12,2024-11-13,343,344,2,2,0.0203094558470391,0.02138976482656434,True,True,IS
EPISODE_CONTIGUOUS,ADBE,EPISODE_CONTIGUOUS-ADBE-00005,2024-12-09,2024-12-10,361,362,2,2,0.021450789517195767,0.022165240085412367,True,True,IS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00001,2024-05-15,2024-05-23,218,224,9,7,0.016532337867072512,0.02026656816572784,True,True,IS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00002,2024-06-14,2024-06-20,239,242,7,4,0.020699082821356626,0.021192919752581474,True,True,IS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00003,2024-06-24,2024-07-19,244,262,26,19,0.017467581514322535,0.021508059745637378,True,True,IS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00004,2024-10-10,2024-10-15,320,323,6,4,0.02281339810269844,0.023952076978711358,True,True,IS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00005,2024-10-21,2024-10-21,327,327,1,1,0.024968039111133968,0.024968039111133968,True,True,IS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00006,2024-10-23,2024-10-30,329,334,8,6,0.022155509238898367,0.023805213028043806,True,True,IS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00007,2024-11-07,2024-11-07,340,340,1,1,0.02443839346494214,0.02443839346494214,True,True,IS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00008,2025-01-06,2025-01-06,379,379,1,1,0.024693451250610364,0.024693451250610364,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00009,2025-01-08,2025-01-08,381,381,1,1,0.0260908986338816,0.0260908986338816,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00010,2025-01-17,2025-01-23,387,390,7,4,0.02580632545042108,0.02638747806815033,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00011,2025-02-19,2025-02-19,408,408,1,1,0.02377857076529191,0.02377857076529191,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00012,2025-05-15,2025-05-21,468,472,7,5,0.02510090245340348,0.028119389587073603,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00013,2025-06-03,2025-07-22,480,513,50,34,0.01781149920684805,0.02607052583083263,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00014,2025-07-28,2025-07-30,517,519,3,3,0.020905617286661685,0.022775800711743763,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00015,2025-08-12,2025-08-14,528,530,3,3,0.02083028707900769,0.022649738321380137,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00016,2025-08-20,2025-08-22,534,536,3,3,0.02318860610781982,0.024376231122783993,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00017,2025-09-03,2025-09-03,543,543,1,1,0.024375725900116132,0.024375725900116132,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00018,2025-09-10,2025-09-30,548,562,21,15,0.017266119357342798,0.02401482841570696,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00019,2025-10-02,2025-10-06,564,566,5,3,0.02123221958036125,0.022319750338630092,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00020,2025-12-17,2025-12-17,617,617,1,1,0.022063188103582636,0.022063188103582636,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00021,2025-12-19,2026-01-15,619,636,28,18,0.016399122300496612,0.022305911131786503,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00022,2026-04-15,2026-04-17,697,699,3,3,0.027714682505941748,0.028179074736612405,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00023,2026-04-22,2026-04-23,702,703,2,2,0.026944859651626574,0.02749190740853845,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00024,2026-05-11,2026-05-12,715,716,2,2,0.02816784477442006,0.02839396628216506,True,True,OOS
EPISODE_CONTIGUOUS,ADI,EPISODE_CONTIGUOUS-ADI-00025,2026-05-14,2026-05-18,718,720,5,3,0.027003746931392403,0.028181989740774425,True,True,OOS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00001,2024-05-01,2024-05-01,208,208,1,1,0.013213896245521117,0.013213896245521117,True,True,IS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00002,2024-05-23,2024-05-24,224,225,2,2,0.012160987743114872,0.012333481679276077,True,True,IS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00003,2024-08-23,2024-09-11,287,299,20,13,0.010996775443171953,0.015324402212010268,True,True,IS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00004,2024-09-25,2024-11-06,309,339,43,31,0.010591168906889334,0.01599818888427726,True,True,IS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00005,2024-11-27,2024-12-10,354,362,14,9,0.012714816817958125,0.014627986108675063,True,True,IS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00006,2024-12-13,2024-12-16,365,366,4,2,0.014234226127990546,0.014499842772789187,True,True,IS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00007,2025-02-20,2025-03-04,409,417,13,9,0.012483490264581815,0.013412837866638877,True,True,OOS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00008,2025-05-21,2025-06-13,472,488,24,17,0.011836657290053417,0.015742011090150367,True,True,OOS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00009,2025-06-17,2025-06-17,490,490,1,1,0.015555110488016572,0.015555110488016572,True,True,OOS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00010,2025-06-23,2025-06-24,493,494,2,2,0.015050048510376493,0.015274275358844798,True,True,OOS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00011,2025-08-20,2025-08-20,534,534,1,1,0.014907667555171361,0.014907667555171361,True,True,OOS
EPISODE_CONTIGUOUS,ADP,EPISODE_CONTIGUOUS-ADP-00012,2025-08-22,2025-08-22,536,536,1,1,0.013308744577071808,0.013308744577071808,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00001,2024-04-30,2024-05-01,207,208,2,2,0.03171466214944475,0.03182096873083997,True,True,IS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00002,2024-05-07,2024-05-13,212,216,7,5,0.031481710331191314,0.032530271660706454,True,True,IS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00003,2024-05-29,2024-05-29,227,227,1,1,0.030430353959765743,0.030430353959765743,True,True,IS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00004,2024-08-26,2024-08-28,288,290,3,3,0.030131324578361453,0.03272814142379359,True,True,IS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00005,2024-09-27,2024-10-02,311,314,6,4,0.0284278535534817,0.031155015197568386,True,True,IS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00006,2024-10-04,2024-10-04,316,316,1,1,0.031660609449259164,0.031660609449259164,True,True,IS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00007,2025-09-04,2025-09-04,544,544,1,1,0.04934773310521815,0.04934773310521815,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00008,2025-10-06,2025-10-06,566,566,1,1,0.04502451191192914,0.04502451191192914,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00009,2025-10-08,2025-10-08,568,568,1,1,0.04997176736307172,0.04997176736307172,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00010,2025-10-14,2025-10-14,572,572,1,1,0.047004913076341644,0.047004913076341644,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00011,2025-10-23,2025-11-03,579,586,12,8,0.038784157730888946,0.046120952962736696,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00012,2025-11-05,2025-11-05,588,588,1,1,0.03870535714285712,0.03870535714285712,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00013,2025-11-07,2025-12-05,590,609,29,20,0.03811110355612974,0.04387048937221944,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00014,2025-12-24,2026-01-12,622,633,20,12,0.03529140396739966,0.0431830526887561,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00015,2026-01-14,2026-01-14,635,635,1,1,0.04564315352697096,0.04564315352697096,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00016,2026-02-02,2026-02-02,647,647,1,1,0.04603517432891085,0.04603517432891085,True,True,OOS
EPISODE_CONTIGUOUS,AEO,EPISODE_CONTIGUOUS-AEO-00017,2026-02-13,2026-02-13,656,656,1,1,0.04082888797702094,0.04082888797702094,True,True,OOS
EPISODE_CONTIGUOUS,ALGM,EPISODE_CONTIGUOUS-ALGM-00001,2024-06-10,2024-06-10,235,235,1,1,0.03577504496184321,0.03577504496184321,True,True,IS
EPISODE_CONTIGUOUS,ALGM,EPISODE_CONTIGUOUS-ALGM-00002,2024-07-02,2024-07-18,250,261,17,12,0.02873066424021839,0.03479277173424433,True,True,IS
EPISODE_CONTIGUOUS,ALGM,EPISODE_CONTIGUOUS-ALGM-00003,2025-01-21,2025-01-23,388,390,3,3,0.04116706634692246,0.04371428571428571,True,True,OOS
EPISODE_CONTIGUOUS,ALGM,EPISODE_CONTIGUOUS-ALGM-00004,2025-05-15,2025-05-21,468,472,7,5,0.045931349639092275,0.04768954213809878,True,True,OOS
EPISODE_CONTIGUOUS,ALGM,EPISODE_CONTIGUOUS-ALGM-00005,2025-05-30,2025-07-30,478,519,62,42,0.029237501452193778,0.04718446601941746,True,True,OOS
EPISODE_CONTIGUOUS,ALGM,EPISODE_CONTIGUOUS-ALGM-00006,2026-01-05,2026-01-06,628,629,2,2,0.03612571003875351,0.03791112226964599,True,True,OOS
EPISODE_CONTIGUOUS,ALGM,EPISODE_CONTIGUOUS-ALGM-00007,2026-04-20,2026-05-07,700,713,18,14,0.038325053229240576,0.049517857142857113,True,True,OOS
EPISODE_CONTIGUOUS,AMAT,EPISODE_CONTIGUOUS-AMAT-00001,2024-05-09,2024-05-30,214,228,22,15,0.024352349221459176,0.026483489490121786,True,True,IS
EPISODE_CONTIGUOUS,AMAT,EPISODE_CONTIGUOUS-AMAT-00002,2024-07-05,2024-07-16,252,259,12,8,0.02377249057076766,0.02680362516119785,True,True,IS
EPISODE_CONTIGUOUS,AMAT,EPISODE_CONTIGUOUS-AMAT-00003,2025-05-15,2025-05-15,468,468,1,1,0.02835512903386206,0.02835512903386206,True,True,OOS
EPISODE_CONTIGUOUS,AMAT,EPISODE_CONTIGUOUS-AMAT-00004,2025-06-10,2025-06-12,485,487,3,3,0.025702419799126998,0.02680080952103337,True,True,OOS
