policy,trades_total,trades_OOS,symbols_OOS,OOS_expectancy_net_x2_pct,OOS_profit_factor_net_x2,last_12_expectancy_net_x2_pct,cost_x3_expectancy_pct,top_1_symbol_contribution_pct,top_3_symbols_contribution_pct,top_5_trades_contribution_pct
ALL_EVENTS,4876,3115,49,1.5014460015831574,1.4592788139621855,0.9573229012073998,0.9457701101776341,0.13245105821988437,0.3546562650368422,0.02731872919818551
ONE_ACTIVE_PER_SYMBOL,685,423,49,1.7851437283468126,1.503132671531211,1.5605746234722844,1.0143580253209465,0.12155141793787554,0.3075629619326353,0.11917629770167239
MAX_2_NEW_TRADES_PER_DAY_SIM,608,375,48,1.3861419565310171,1.4034079691261219,1.4384838888792661,0.8109305015445524,0.10192679901638632,0.259117262236503,0.13071366541052992
