segment,trades,symbols,expectancy_pct,profit_factor,winrate,avg_win_pct,avg_loss_pct,worst_streak
IS,124,44,0.4960699752176898,1.137324921585831,0.5161290322580645,7.960124295747486,-7.465587966680759,8
OOS,226,49,1.8694492545524646,1.5362776493101964,0.5707964601769911,9.382367176014014,-8.121957053370627,5
LAST_12_MONTHS,149,46,1.3400828631108646,1.357999139004243,0.5436241610738255,9.350835468099111,-8.202137151654547,5
LAST_24_MONTHS,311,50,1.072611193169392,1.2805659217162246,0.5369774919614148,9.117027473061315,-8.256677131427491,8
