policy,trades_total,trades_OOS,symbols_OOS,OOS_expectancy_net_x2_pct,OOS_profit_factor_net_x2,last_12_expectancy_net_x2_pct,cost_x3_expectancy_pct,top_1_symbol_contribution_pct,top_3_symbols_contribution_pct,top_5_trades_contribution_pct
ALL_EVENTS,15096,9465,147,0.9806006282639054,1.3707189848878556,0.5920184968728122,0.6662202048839561,0.059113720138899525,0.15828526762006545,0.011829700262603701
ONE_ACTIVE_PER_SYMBOL,2114,1311,147,0.9723070300262958,1.352405621507822,0.7438159504841553,0.5050791382271806,0.05708742278730585,0.14444896768327475,0.05496015933305685
MAX_2_NEW_TRADES_PER_DAY_SIM,897,576,116,0.4572207791281914,1.1929943203637217,0.5655175598583358,0.19136260467711005,0.09234537265911624,0.19449884573247192,0.15182116129988776
