period_start,period_end,period_type,pattern_id,event_count,trade_count,gross_pnl,net_pnl,winrate,profit_factor,max_drawdown,market_regime,notes
2021-07-02T00:00:00+00:00,2021-07-02T00:00:00+00:00,day,PATTERN_000004,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-08T00:00:00+00:00,2021-07-08T00:00:00+00:00,day,PATTERN_000448,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-08T00:00:00+00:00,2021-07-08T00:00:00+00:00,day,PATTERN_000453,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000001,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000046,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000047,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000048,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000058,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000100,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000132,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000164,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000177,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000181,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000273,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000275,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000284,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000306,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000320,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000327,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000332,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000341,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000377,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000424,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000433,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000436,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000448,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000453,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000523,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000524,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000608,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000610,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-13T00:00:00+00:00,2021-07-13T00:00:00+00:00,day,PATTERN_000627,2,0,0,0,0.500000,2.500000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000001,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000046,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000061,1,0,0,0,0.000000,0.000000,0.331100,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000074,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000083,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000133,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000275,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000313,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000320,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000325,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000332,1,0,0,0,0.000000,0.000000,1.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
2021-07-16T00:00:00+00:00,2021-07-16T00:00:00+00:00,day,PATTERN_000354,1,0,0,0,1.000000,2.500000,0.000000,not_persisted,Representative example outcome in R units only; no realized paper PnL.
